Date;Time;Millis;Comment;Latitude;Longitude;Altitude;Course;Speed;HDOP;Satellites;BatteryLevel;Left;Right;Confirmed;Marked;Invalid;InsidePrivacyArea;Factor;Measurements;Tms1;Lus1;Rus1;Tms2;Lus2;Rus2;Tms3;Lus3;Rus3;Tms4;Lus4;Rus4;Tms5;Lus5;Rus5;Tms6;Lus6;Rus6;Tms7;Lus7;Rus7;Tms8;Lus8;Rus8;Tms9;Lus9;Rus9;Tms10;Lus10;Rus10;Tms11;Lus11;Rus11;Tms12;Lus12;Rus12;Tms13;Lus13;Rus13;Tms14;Lus14;Rus14;Tms15;Lus15;Rus15;Tms16;Lus16;Rus16;Tms17;Lus17;Rus17;Tms18;Lus18;Rus18;Tms19;Lus19;Rus19;Tms20;Lus20;Rus20;Tms21;Lus21;Rus21;Tms22;Lus22;Rus22;Tms23;Lus23;Rus23;Tms24;Lus24;Rus24;Tms25;Lus25;Rus25;Tms26;Lus26;Rus26;Tms27;Lus27;Rus27;Tms28;Lus28;Rus28;Tms29;Lus29;Rus29;Tms30;Lus30;Rus30;Tms31;Lus31;Rus31;Tms32;Lus32;Rus32;Tms33;Lus33;Rus33;Tms34;Lus34;Rus34;Tms35;Lus35;Rus35;Tms36;Lus36;Rus36;Tms37;Lus37;Rus37;Tms38;Lus38;Rus38;Tms39;Lus39;Rus39;Tms40;Lus40;Rus40;Tms41;Lus41;Rus41;Tms42;Lus42;Rus42;Tms43;Lus43;Rus43;Tms44;Lus44;Rus44;Tms45;Lus45;Rus45;Tms46;Lus46;Rus46;Tms47;Lus47;Rus47;Tms48;Lus48;Rus48;Tms49;Lus49;Rus49;Tms50;Lus50;Rus50;Tms51;Lus51;Rus51;Tms52;Lus52;Rus52;Tms53;Lus53;Rus53;Tms54;Lus54;Rus54;Tms55;Lus55;Rus55;Tms56;Lus56;Rus56;Tms57;Lus57;Rus57;Tms58;Lus58;Rus58;Tms59;Lus59;Rus59;Tms60;Lus60;Rus60
15.12.2021;11:34:11;3419045;DEV: GPS: DBG: RF addr 88;470.562.081;154.422.544;451.51;2.862.820;6.7;1.34;6;100.00;189;22;0;;0;0;58;35;0;13932;;29;;3106;52;13836;;81;;3122;116;13719;;145;;3149;168;13710;;197;;3247;231;13668;;259;;3305;283;13536;;311;;3396;345;13395;;373;;3452;407;13397;;435;;3534;469;13248;;497;;3637;524;13174;;551;;3363;579;13036;;607;;3324;641;12959;;668;;3321;692;12885;;720;;3336;744;12797;;771;;3357;795;12800;;822;;3371;846;12713;;874;;3413;897;12699;;929;;4119;955;12704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:12;3420031;DEV: GPS: DBG: ALPSRV no stor;470.562.170;154.422.555;452.02;2.862.820;5.3;1.34;6;100.00;189;35;0;;0;0;58;34;0;12717;;27;;4036;54;12711;;82;;3998;100;12732;;128;;4007;146;12724;;174;;3972;198;12789;;226;;3946;244;12875;;272;;3845;290;12945;;318;;3794;342;13056;;370;;3769;394;;;428;;;461;;;494;;;537;;;570;;;603;;;636;;;670;;;703;;;736;;;769;;;803;;;836;;;869;;;902;;;939;;;973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:13;3421045;DEV: GPS: DBG: AID INI: pos;470.562.119;154.422.247;452.96;2.862.820;3.3;1.34;6;100.00;190;37;0;;0;0;58;32;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;466;;;499;;;532;;;565;;;599;;;632;;3300;650;;;683;;;716;1730;;733;;;766;1545;;782;;3565;801;;;835;;;868;12776;;895;;3891;924;12601;;955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:14;3422046;DEV: GPS: SBAS: mode: 0 System: 0 cnt: 0;470.561.786;154.421.717;452.67;2.862.820;2.6;1.34;6;100.00;179;51;0;;0;0;58;35;0;;;33;;;66;12279;;93;;5144;119;12085;;146;;;184;12177;;211;;5442;248;12122;;275;;;317;12309;;344;;;378;;;411;;4982;430;12772;;458;;4866;487;13073;;515;;4785;540;;;573;;4750;598;12858;;626;;4733;651;13372;;679;;4734;699;;;732;;4740;751;;;784;;4747;804;;;837;;4802;857;;;890;;4701;910;;;944;;4629;964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:15;3423046;DEV: GPS: swVersion: 7.03 (45969);470.561.627;154.421.480;452.36;2.862.820;2.9;1.34;6;100.00;197;50;0;;0;0;58;36;0;;;33;;4707;53;;;86;;4735;106;;;139;;4688;158;;;192;;4676;217;;;250;;4672;269;13090;;297;;4671;317;13223;;344;;4685;364;13414;;392;;4700;411;;;445;;4721;470;;;503;;4733;522;;;556;;4739;575;;;609;;4738;628;;;661;;4740;681;;;714;;4737;733;;;767;;4731;786;;;819;;4725;839;;;872;;4723;902;;;935;;4762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:16;3424038;DEV: GPS: hwVersion: 00040007;470.561.541;154.421.256;451.76;2.862.820;3.3;1.33;7;100.00;133;52;0;;0;0;58;35;0;;;34;;4775;59;;;92;;4802;112;;;145;;4827;165;;;198;;4866;223;;;257;;4926;276;;;309;;4976;335;;;368;;4976;394;;;427;;5075;447;;;480;;5174;506;;;539;;5337;565;;;598;;5537;626;;;660;;5639;686;;;719;;5766;745;;;778;;5889;805;;;838;;6010;867;;;900;;6114;927;9487;;955;;6230;982;9396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:17;3425046;DEV: GPS: NTC: ANTSTATUS=OK;470.561.453;154.420.957;451.25;2.862.820;4.1;1.33;7;100.00;124;77;0;;0;0;58;34;0;9331;;32;;6426;68;9197;;92;;6548;129;9086;;153;;6658;192;8965;;215;;6683;252;8887;;276;;6780;313;;;346;;6864;374;;;407;;6976;434;;;468;;7049;497;10646;;523;;7082;550;10660;;576;;7098;603;10691;;629;;7114;650;;;684;;7124;705;;;739;;7123;761;;;794;;7120;816;10697;;841;;7112;863;;;896;;7119;922;8958;;947;;7115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:18;3426128;DEV: GPS: TimeToFix 13173ms;470.561.239;154.420.599;450.49;2.862.820;4.5;1.60;6;100.00;124;92;0;;0;0;58;31;0;8932;;24;;7184;46;;;80;;7198;108;;;141;;7215;169;;;202;;7223;224;;;257;;7335;279;;;313;;7274;340;;;374;;7394;402;;;435;;7427;463;;;496;;7488;524;;;558;;7560;586;;;619;;7574;651;;;684;;7589;707;;;740;;7598;762;;;796;;7568;818;;;861;;6892;883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:19;3427047;DEV: GPS: ALP Data valid from: 02.12.2021T12:59:42Z;470.560.995;154.420.253;449.79;2.862.820;3.9;1.33;7;100.00;;100;0;;0;0;58;28;0;;;34;;;67;;;100;;;143;;;176;;;209;;;243;;;276;;;309;;;342;;;375;;18238;408;;;442;;11677;477;;;511;;;544;;;577;;;620;;;653;;;686;;;720;;;753;;;786;;;819;;;853;;;887;;;924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:20;3428041;DEV: GPS: ALP Data valid to: 16.12.2021T12:59:42Z;470.560.611;154.419.869;449.23;2.862.820;4.0;1.33;7;100.00;;;0;;0;0;58;30;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;399;;;433;;18380;466;;;499;;;532;;;566;;;599;;;632;;;665;;;699;;;732;;;765;;;798;;;832;;;865;;;898;;;933;;;975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:21;3429052;;470.560.310;154.419.509;448.79;2.862.820;3.7;1.17;8;100.00;;134;0;;0;0;58;30;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;399;;;433;;;466;11539;;492;;;525;;;559;;;592;;;625;;;658;;;692;;;725;;;758;;;791;;;824;;9546;849;;;882;;;916;;;953;;9341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:22;3430041;;470.559.946;154.419.172;448.41;2.862.820;4.1;1.17;8;100.00;;131;0;;0;0;58;31;0;;;34;;9371;63;;;97;;9414;121;;;154;;9534;183;;;217;;;256;;;289;;;331;;;365;;;398;;;431;;10232;456;;;489;;10440;524;;;557;;10613;582;8266;;605;;10695;636;;;670;;10837;701;;;734;;;773;;;806;;11127;839;;;873;;11252;904;;;939;;11364;965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:23;3431041;;470.559.629;154.418.925;448.08;2.862.820;4.1;1.17;8;100.00;;165;0;;0;0;58;29;0;;;43;;11510;75;;;108;;11540;140;;;173;;;206;;;239;;;282;;;315;;;348;;;382;;;415;;;448;;;481;;;514;;;548;;;581;;;614;;;647;;;681;;;714;;;747;;;780;;;813;;;847;;;880;;;915;;;948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:24;3432060;;470.559.299;154.418.591;447.58;2.862.820;4.5;1.17;8;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;399;;;433;;;466;;;499;;;532;;;566;;;599;;;632;;;665;;;699;;;732;;;765;;;798;;;832;;;865;;;900;;;933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:25;3433063;;470.559.041;154.418.335;447.02;2.862.820;4.3;1.17;8;100.00;;28;0;;0;0;58;30;0;;;34;;8986;57;;;91;;;124;;;157;;;190;;;224;;;257;;;290;;;323;;;356;;;390;;;423;;;456;;;489;;3408;507;;;541;;3266;568;;;601;;;635;;;668;;;710;;;744;;;777;;;810;;;843;3857;;862;;;899;;;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:26;3434065;;470.558.850;154.417.970;446.44;2.862.820;5.0;1.17;8;100.00;;160;0;;0;0;58;29;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;11491;392;;;425;;11378;460;;;494;;11155;525;;;558;;11038;590;;;623;;10898;654;;;687;;;721;;;754;;;796;;;830;;;863;;;897;;;934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:27;3435036;;470.558.627;154.417.656;445.90;2.862.820;5.2;1.33;7;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;466;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;831;;;864;;;899;;;941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:28;3436047;;470.558.616;154.417.307;445.23;2.862.820;4.9;1.17;8;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;;400;6590;;421;;;454;;;487;;;521;;;554;;;587;;;620;;;653;;;687;;;720;;;753;;;786;;;820;;;853;;;887;;;924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:29;3437041;;470.558.651;154.416.892;444.61;27.470.176;5.9;1.17;8;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;;399;;;432;;;466;;;499;;;532;;;565;;;599;;;632;;;665;;;698;;;732;;;765;;;798;;;831;;;864;;;899;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:30;3438046;;470.558.747;154.416.441;444.15;28.187.038;7.2;1.17;8;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;101;;;134;;;167;;;200;;;234;;;267;;;300;;;333;;;367;;15803;397;;;430;;;464;;;497;;;530;;;563;;;596;;;630;;;663;;;696;;;729;;;763;;;796;;;829;;16270;860;;;895;;;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:31;3439052;;470.558.741;154.416.134;444.35;28.991.937;6.6;1.32;7;100.00;;;0;;0;0;58;29;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;465;;;499;;;532;;;565;;;598;;;632;;;665;;;698;;;731;;;764;;;798;;;831;;;864;;;907;;;941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:32;3440063;;470.558.849;154.415.621;443.58;30.411.387;5.8;1.00;9;100.00;;114;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;8003;322;;;355;;;389;;;422;;8376;454;;;487;;8476;516;;;549;;8571;572;;;606;;8702;634;;;668;;8836;699;;;732;;8984;761;;;794;;9117;824;;;857;;9102;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:33;3441074;;470.558.907;154.415.316;442.58;30.411.387;3.6;1.00;9;100.00;250;126;0;;0;0;58;29;0;;;34;;;76;;;110;;;143;;;176;;;209;;;242;;;276;;;309;;;342;;;375;;10677;401;;;434;;10249;468;;;501;;10054;534;16121;;565;;;598;16289;;638;;;681;;;714;;9342;738;;;771;;9212;803;;;837;;9099;868;;;903;;9036;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:34;3442041;;470.559.035;154.414.777;441.40;30.411.387;3.9;1.00;9;100.00;;125;0;;0;0;58;30;0;;;34;;;67;;;100;;8987;129;;;163;;9008;187;;;220;;;253;;;286;;;329;;;362;;;395;;;429;;;462;;;495;;;528;;;562;;;595;;;628;;;661;;;695;;;728;;;761;;9680;785;;;819;;9788;852;;;886;;9757;915;;;948;;9695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:35;3443051;;470.559.064;154.414.372;440.90;30.411.387;3.4;1.11;8;100.00;;138;0;;0;0;58;30;0;;;34;;9765;58;;;91;;9881;116;;;149;;9936;181;;;215;;9883;239;;;272;;;311;;;344;;;386;;;420;;;453;;;486;;;519;;;552;;;586;;;619;;;652;;;685;;10088;710;;;743;;9754;777;;;810;;;844;;;877;;;920;;;963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:36;3444049;;470.559.256;154.414.016;440.35;30.411.387;4.7;1.42;7;100.00;216;128;0;;0;0;58;31;0;;;34;;9239;58;;;91;;;125;;;158;;9212;191;;;224;;9199;254;;;287;;9222;311;;;344;;9300;374;;;407;;;448;;;481;;;524;;;557;;;590;;;624;;;657;;;690;;;723;;;757;;;790;;;823;;;856;;;890;;11487;917;14290;;949;;;983;14124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:37;3445062;;470.559.338;154.413.768;439.97;30.411.387;3.0;1.42;7;100.00;213;145;0;;0;0;58;30;0;14038;;36;;10908;77;14121;;106;;10749;137;14510;;166;;10643;197;;;230;;10505;261;;;294;;10404;324;;;358;;10314;390;;;424;;10210;454;;;487;;10175;518;;;551;;10125;581;;;615;;;648;;;681;;;724;;;757;;;790;;;823;;;857;;;891;;;925;;;959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:38;3446061;;470.559.403;154.413.381;439.71;30.411.387;3.9;1.42;7;100.00;;143;0;;0;0;58;30;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;;267;;;300;;;333;;;366;;10111;391;;;424;;;458;;;491;;10048;525;;;558;;10063;589;;;622;;10137;647;;;680;;10213;711;;;744;;10277;775;;;808;;;847;;;880;;;936;;;970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:39;3447066;;470.559.485;154.413.053;439.74;30.411.387;4.1;1.42;7;100.00;245;129;0;;0;0;58;30;0;;;34;;;67;;;100;;;133;15259;;163;;;197;;;230;;;263;15961;;294;;;327;;;360;;;393;;;427;;;460;;;493;;;526;;;560;;;593;;;626;;;659;;;693;;9613;717;;;750;;9375;784;;;817;;9256;846;;;880;;9119;927;;;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:40;3448061;;470.559.628;154.412.671;440.03;30.411.387;5.7;1.42;7;100.00;210;126;0;;0;0;58;32;0;;;33;;9175;63;;;96;;9203;120;;;153;;9160;177;;;211;;9137;240;13859;;268;;9110;292;13951;;321;;9089;350;;;384;;9097;413;;;446;;9077;470;;;503;;9076;527;;;560;;9089;584;;;617;;9105;641;;;674;;9118;698;;;732;;;770;;;804;;;846;;;879;;9349;905;;;941;;9720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:41;3449156;;470.559.818;154.412.342;440.49;30.552.371;7.0;1.42;7;100.00;229;137;0;;0;0;58;27;0;;;34;;;67;;;101;;;143;;;177;;;210;;;243;;;277;;;310;;;343;;;376;;;410;14893;;439;;;472;15030;;502;;;535;15141;;565;;;598;;;632;;;665;;;698;;;731;;;765;;;798;;;833;;;866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:42;3450058;;470.560.067;154.412.140;440.92;31.143.753;7.3;1.42;7;100.00;;113;0;;0;0;58;29;0;;;34;;;67;;;100;;8901;124;;;157;;8795;190;;;223;;8842;252;;;285;;8662;314;;;347;;8543;378;;;411;;8424;440;;;473;;8399;501;;;535;;8332;563;;;596;;;629;;;663;;8215;691;;;724;;;766;;;800;;;833;;;867;;;910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:43;3451037;;470.560.236;154.412.098;441.13;31.143.753;5.4;1.30;8;100.00;;127;0;;0;0;58;31;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;9157;257;;;290;;9125;323;;;356;;9163;380;;;413;;9099;437;;;471;;9156;494;;;528;;9152;552;;;585;;9126;609;;;642;;;675;;;708;;;751;;;784;;;817;;;851;;;884;;;927;;;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:44;3452068;;470.560.201;154.411.769;441.79;31.143.753;4.6;1.25;7;100.00;243;114;0;;0;0;58;29;0;15879;;30;;;64;15885;;94;;;128;;;161;;;194;;;227;;;260;;;294;;;327;;;360;;;393;;;427;;;460;;;493;;8791;517;;;550;;;583;;;616;;;649;;;683;;8352;706;;;739;;8350;771;;;804;;;838;;;872;;;914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:45;3453053;;470.560.178;154.411.423;442.44;31.143.753;4.5;1.25;7;100.00;;108;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;9913;257;;;291;;;324;;;357;;;390;;;424;;;457;;;490;;;523;;;557;;8274;580;;;613;;8144;645;;;678;;8060;706;;;739;;8017;770;;;803;;8004;826;;;859;;;893;;;927;;8178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:46;3454047;;470.560.337;154.411.293;442.71;31.143.753;4.3;1.36;7;100.00;;114;0;;0;0;58;31;0;;;43;;;85;;;118;;;151;;;185;;;218;;;251;;;284;;;318;;;351;;;384;;;417;;;450;;8917;474;;;507;;8532;540;;;573;;8363;603;;;637;;;670;;;703;;8368;731;;;765;;8416;793;;;826;;8448;850;;;883;;8527;906;;;943;;8620;972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:47;3455055;;470.560.451;154.411.126;443.06;31.143.753;4.0;1.60;6;100.00;;118;0;;0;0;58;28;0;;;34;;;72;;;106;;;148;;;181;;;214;;;248;;;281;;;314;;;347;;;381;;;414;;;447;;;480;;;514;;;547;;;580;;;613;;;647;;;680;;;713;;;746;;;780;;;813;;;846;;;889;;;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:48;3456047;;470.560.689;154.411.438;443.58;31.143.753;2.5;1.26;7;100.00;;101;0;;0;0;58;32;0;;;33;;;66;;;100;;;133;;;166;;;199;;;233;;;266;;;299;;;332;;;366;;8137;388;;;422;;;455;;;488;;7775;520;;;553;;7707;583;;;616;;7655;644;;;677;;7636;705;;;738;;7653;761;;;794;;7711;816;;;850;;7771;878;;;912;;;951;;;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:49;3457077;;470.560.840;154.411.495;444.11;31.143.753;2.1;1.26;7;100.00;;;0;;0;0;58;29;0;;;34;;;67;;;101;;;134;;;167;;;200;;;234;;;267;;;300;;;333;;;367;;;400;;;433;;;466;;;500;;;533;;;566;;;599;;;633;;;666;;;699;;;732;;;766;;;799;;;832;;;865;;;903;;;936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:50;3458049;;470.561.019;154.411.504;444.82;31.143.753;2.3;1.08;8;100.00;;132;0;;0;0;58;30;0;;;34;;;67;;;100;;;134;;;167;;;200;;;233;;9688;258;;;291;;9507;324;;;358;;;391;;;424;;9488;454;;;487;;9418;511;;;544;;9426;574;;;607;;9456;631;;;665;;;703;;;737;;9513;766;;;800;;;842;;;876;;;913;;;946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:51;3459065;;470.561.019;154.411.504;444.82;31.143.753;;1.08;8;100.00;;136;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;300;;;333;;;366;;11490;392;;;425;;;459;;;492;;;525;;;558;;;592;;;625;;10236;650;;;683;;;716;;;750;;9866;783;;;817;;9749;847;;;880;;9648;918;;;952;;9554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:52;3460048;;470.561.019;154.411.504;444.82;31.143.753;;1.26;7;100.00;;134;0;;0;0;58;30;0;;;33;;9537;63;;;97;;;130;;;163;;9180;187;;;220;;;263;;;296;;;329;;;362;;;396;;;429;;;462;;;495;;;529;;;562;;;595;;;628;;;662;;;695;;;728;;;761;;;795;;;828;;;861;;;894;;;929;;;962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;11:34:53;3461046;;470.561.019;154.411.504;444.82;31.143.753;;1.26;7;100.00;;144;0;;0;0;58;30;0;;;33;;;67;;;100;;;133;;;166;;;200;;;233;;;266;;;299;;;333;;;366;;;399;;;432;;;466;;;499;;;532;;;565;;;599;;;632;;;665;;;698;;10774;724;;;757;;10424;791;;;825;;10234;857;;;891;;10099;922;;;959;;10125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
